CodigoVariable,FechaHora,CodigoDuracion,UnidadMedida,Version,Valor
PB_Int,2025-12-09 01:00:00,PT1H,COP/kWh,TX1,192.0
PB_Tie,2025-12-09 23:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-09 10:00:00,PT1H,COP/kWh,TX1,205.523
PB_Nal,2025-12-09 07:00:00,PT1H,COP/kWh,TX1,215.669
PB_Tie,2025-12-09 16:00:00,PT1H,COP/kWh,TX1,300.0
PB_Nal,2025-12-09 13:00:00,PT1H,COP/kWh,TX1,226.98
PB_Tie,2025-12-09 09:00:00,PT1H,COP/kWh,TX1,205.523
PB_Tie,2025-12-09 01:00:00,PT1H,COP/kWh,TX1,192.0
PB_Int,2025-12-09 07:00:00,PT1H,COP/kWh,TX1,205.523
PB_Nal,2025-12-09 04:00:00,PT1H,COP/kWh,TX1,113.146
PB_Int,2025-12-09 00:00:00,PT1H,COP/kWh,TX1,192.0
PB_Nal,2025-12-09 08:00:00,PT1H,COP/kWh,TX1,215.669
PB_Nal,2025-12-09 20:00:00,PT1H,COP/kWh,TX1,270.146
PB_Tie,2025-12-09 08:00:00,PT1H,COP/kWh,TX1,205.523
PB_Tie,2025-12-09 05:00:00,PT1H,COP/kWh,TX1,205.523
PB_Nal,2025-12-09 02:00:00,PT1H,COP/kWh,TX1,113.146
PB_Int,2025-12-09 20:00:00,PT1H,COP/kWh,TX1,300.0
PB_Nal,2025-12-09 06:00:00,PT1H,COP/kWh,TX1,215.669
PB_Int,2025-12-09 14:00:00,PT1H,COP/kWh,TX1,260.0
PB_Nal,2025-12-09 17:00:00,PT1H,COP/kWh,TX1,270.146
PB_Nal,2025-12-09 12:00:00,PT1H,COP/kWh,TX1,215.669
PB_Tie,2025-12-09 04:00:00,PT1H,COP/kWh,TX1,192.0
PB_Int,2025-12-09 17:00:00,PT1H,COP/kWh,TX1,300.0
PB_Tie,2025-12-09 21:00:00,PT1H,COP/kWh,TX1,260.0
PB_Tie,2025-12-09 18:00:00,PT1H,COP/kWh,TX1,550.0
PB_Int,2025-12-09 13:00:00,PT1H,COP/kWh,TX1,260.0
PB_Nal,2025-12-27 05:00:00,PT1H,COP/kWh,TX1,260.3871
PB_Int,2025-12-27 10:00:00,PT1H,COP/kWh,TX1,237.1668
PB_Tie,2025-12-27 21:00:00,PT1H,COP/kWh,TX1,350.2668
PB_Nal,2025-12-27 00:00:00,PT1H,COP/kWh,TX1,260.3871
PB_Tie,2025-12-27 18:00:00,PT1H,COP/kWh,TX1,390.2668
PB_Int,2025-12-27 12:00:00,PT1H,COP/kWh,TX1,245.2668
PB_Tie,2025-12-27 11:00:00,PT1H,COP/kWh,TX1,245.2668
PB_Nal,2025-12-27 03:00:00,PT1H,COP/kWh,TX1,255.3871
PB_Nal,2025-12-27 11:00:00,PT1H,COP/kWh,TX1,255.3871
PB_Nal,2025-12-27 15:00:00,PT1H,COP/kWh,TX1,260.3871
PB_Tie,2025-12-27 14:00:00,PT1H,COP/kWh,TX1,250.2668
PB_Nal,2025-12-27 01:00:00,PT1H,COP/kWh,TX1,255.3871
PB_Tie,2025-12-27 17:00:00,PT1H,COP/kWh,TX1,325.2668
PB_Tie,2025-12-27 06:00:00,PT1H,COP/kWh,TX1,250.2668
PB_Int,2025-12-27 00:00:00,PT1H,COP/kWh,TX1,250.2668
PB_Int,2025-12-27 05:00:00,PT1H,COP/kWh,TX1,250.2668
PB_Int,2025-12-27 04:00:00,PT1H,COP/kWh,TX1,245.2668
PB_Tie,2025-12-27 00:00:00,PT1H,COP/kWh,TX1,250.2668
PB_Nal,2025-12-27 06:00:00,PT1H,COP/kWh,TX1,255.3871
PB_Int,2025-12-27 06:00:00,PT1H,COP/kWh,TX1,250.2668
PB_Nal,2025-12-27 12:00:00,PT1H,COP/kWh,TX1,255.3871
PB_Int,2025-12-27 17:00:00,PT1H,COP/kWh,TX1,325.2668
PB_Int,2025-12-27 11:00:00,PT1H,COP/kWh,TX1,245.2668
PB_Tie,2025-12-27 09:00:00,PT1H,COP/kWh,TX1,101.7968
PB_Tie,2025-12-27 01:00:00,PT1H,COP/kWh,TX1,245.2668
PB_Nal,2025-12-27 17:00:00,PT1H,COP/kWh,TX1,335.3871
PB_Int,2025-12-27 13:00:00,PT1H,COP/kWh,TX1,245.2668
PB_Tie,2025-12-27 20:00:00,PT1H,COP/kWh,TX1,390.2668
PB_Int,2025-12-27 09:00:00,PT1H,COP/kWh,TX1,101.7968
PB_Tie,2025-12-27 23:00:00,PT1H,COP/kWh,TX1,325.2668
PB_Int,2025-12-27 16:00:00,PT1H,COP/kWh,TX1,325.2668
PB_Tie,2025-12-27 02:00:00,PT1H,COP/kWh,TX1,245.2668
PB_Nal,2025-12-27 16:00:00,PT1H,COP/kWh,TX1,285.3871
PB_Nal,2025-12-27 22:00:00,PT1H,COP/kWh,TX1,335.3871
PB_Tie,2025-12-27 05:00:00,PT1H,COP/kWh,TX1,250.2668
PB_Nal,2025-12-27 10:00:00,PT1H,COP/kWh,TX1,227.2211
PB_Int,2025-12-27 21:00:00,PT1H,COP/kWh,TX1,350.2668
PB_Int,2025-12-27 20:00:00,PT1H,COP/kWh,TX1,390.2668
PB_Nal,2025-12-27 21:00:00,PT1H,COP/kWh,TX1,335.3871
PB_Nal,2025-12-27 13:00:00,PT1H,COP/kWh,TX1,247.2871
PB_Int,2025-12-27 08:00:00,PT1H,COP/kWh,TX1,237.1668
PB_Nal,2025-12-27 14:00:00,PT1H,COP/kWh,TX1,260.3871
PB_Tie,2025-12-27 22:00:00,PT1H,COP/kWh,TX1,325.2668
PB_Nal,2025-12-27 19:00:00,PT1H,COP/kWh,TX1,400.3871
PB_Nal,2025-12-27 07:00:00,PT1H,COP/kWh,TX1,235.6381
PB_Tie,2025-12-27 16:00:00,PT1H,COP/kWh,TX1,325.2668
PB_Int,2025-12-27 15:00:00,PT1H,COP/kWh,TX1,250.2668
PB_Nal,2025-12-27 02:00:00,PT1H,COP/kWh,TX1,255.3871
PB_Int,2025-12-27 07:00:00,PT1H,COP/kWh,TX1,245.2668
PB_Nal,2025-12-27 20:00:00,PT1H,COP/kWh,TX1,340.3871
PB_Int,2025-12-27 01:00:00,PT1H,COP/kWh,TX1,245.2668
PB_Int,2025-12-27 18:00:00,PT1H,COP/kWh,TX1,390.2668
PB_Tie,2025-12-27 03:00:00,PT1H,COP/kWh,TX1,250.2668
PB_Nal,2025-12-27 23:00:00,PT1H,COP/kWh,TX1,335.3871
PB_Tie,2025-12-27 10:00:00,PT1H,COP/kWh,TX1,237.1668
PB_Int,2025-12-27 02:00:00,PT1H,COP/kWh,TX1,245.2668
PB_Nal,2025-12-27 09:00:00,PT1H,COP/kWh,TX1,108.8481
PB_Int,2025-12-27 03:00:00,PT1H,COP/kWh,TX1,250.2668
PB_Nal,2025-12-27 04:00:00,PT1H,COP/kWh,TX1,255.3871
PB_Int,2025-12-27 14:00:00,PT1H,COP/kWh,TX1,250.2668
PB_Nal,2025-12-27 08:00:00,PT1H,COP/kWh,TX1,227.2211
PB_Int,2025-12-27 19:00:00,PT1H,COP/kWh,TX1,390.2668
PB_Tie,2025-12-27 04:00:00,PT1H,COP/kWh,TX1,245.2668
PB_Tie,2025-12-27 12:00:00,PT1H,COP/kWh,TX1,245.2668
PB_Tie,2025-12-27 15:00:00,PT1H,COP/kWh,TX1,250.2668
PB_Tie,2025-12-27 13:00:00,PT1H,COP/kWh,TX1,245.2668
PB_Tie,2025-12-27 07:00:00,PT1H,COP/kWh,TX1,245.2668
PB_Int,2025-12-27 23:00:00,PT1H,COP/kWh,TX1,325.2668
PB_Tie,2025-12-27 19:00:00,PT1H,COP/kWh,TX1,390.2668
PB_Tie,2025-12-27 08:00:00,PT1H,COP/kWh,TX1,237.1668
PB_Nal,2025-12-27 18:00:00,PT1H,COP/kWh,TX1,400.3871
PB_Int,2025-12-27 22:00:00,PT1H,COP/kWh,TX1,325.2668
PB_Tie,2025-12-08 22:00:00,PT1H,COP/kWh,TX1,190.523
PB_Nal,2025-12-08 22:00:00,PT1H,COP/kWh,TX1,196.1343
PB_Nal,2025-12-08 06:00:00,PT1H,COP/kWh,TX1,104.0743
PB_Nal,2025-12-08 20:00:00,PT1H,COP/kWh,TX1,196.1343
PB_Nal,2025-12-08 19:00:00,PT1H,COP/kWh,TX1,199.6113
PB_Tie,2025-12-08 12:00:00,PT1H,COP/kWh,TX1,103.355
PB_Nal,2025-12-08 04:00:00,PT1H,COP/kWh,TX1,106.6153
PB_Int,2025-12-08 05:00:00,PT1H,COP/kWh,TX1,105.0
PB_Tie,2025-12-08 03:00:00,PT1H,COP/kWh,TX1,103.355
PB_Nal,2025-12-08 15:00:00,PT1H,COP/kWh,TX1,110.6113
PB_Nal,2025-12-08 08:00:00,PT1H,COP/kWh,TX1,104.0743
PB_Int,2025-12-08 01:00:00,PT1H,COP/kWh,TX1,101.004
PB_Int,2025-12-08 14:00:00,PT1H,COP/kWh,TX1,105.0
PB_Nal,2025-12-08 23:00:00,PT1H,COP/kWh,TX1,110.6113
PB_Int,2025-12-08 02:00:00,PT1H,COP/kWh,TX1,101.004
PB_Tie,2025-12-08 04:00:00,PT1H,COP/kWh,TX1,105.0
PB_Int,2025-12-08 15:00:00,PT1H,COP/kWh,TX1,105.0
PB_Tie,2025-12-08 08:00:00,PT1H,COP/kWh,TX1,98.463
PB_Nal,2025-12-08 12:00:00,PT1H,COP/kWh,TX1,106.6153
PB_Nal,2025-12-08 14:00:00,PT1H,COP/kWh,TX1,108.9663
PB_Tie,2025-12-08 21:00:00,PT1H,COP/kWh,TX1,194.0
PB_Tie,2025-12-08 13:00:00,PT1H,COP/kWh,TX1,105.0
PB_Nal,2025-12-08 11:00:00,PT1H,COP/kWh,TX1,104.0743
PB_Nal,2025-12-08 01:00:00,PT1H,COP/kWh,TX1,104.0743
PB_Tie,2025-12-08 09:00:00,PT1H,COP/kWh,TX1,98.463
PB_Nal,2025-12-08 07:00:00,PT1H,COP/kWh,TX1,104.0743
PB_Int,2025-12-08 17:00:00,PT1H,COP/kWh,TX1,190.523
PB_Tie,2025-12-08 05:00:00,PT1H,COP/kWh,TX1,105.0
PB_Nal,2025-12-08 17:00:00,PT1H,COP/kWh,TX1,196.1343
PB_Tie,2025-12-08 15:00:00,PT1H,COP/kWh,TX1,105.0
PB_Int,2025-12-08 11:00:00,PT1H,COP/kWh,TX1,101.004
PB_Tie,2025-12-08 10:00:00,PT1H,COP/kWh,TX1,98.463
PB_Tie,2025-12-08 11:00:00,PT1H,COP/kWh,TX1,101.004
PB_Int,2025-12-08 20:00:00,PT1H,COP/kWh,TX1,194.0
PB_Int,2025-12-08 13:00:00,PT1H,COP/kWh,TX1,105.0
PB_Int,2025-12-08 19:00:00,PT1H,COP/kWh,TX1,194.0
PB_Tie,2025-12-08 17:00:00,PT1H,COP/kWh,TX1,190.523
PB_Nal,2025-12-08 10:00:00,PT1H,COP/kWh,TX1,104.0743
PB_Nal,2025-12-08 02:00:00,PT1H,COP/kWh,TX1,104.0743
PB_Int,2025-12-08 03:00:00,PT1H,COP/kWh,TX1,103.355
PB_Int,2025-12-08 00:00:00,PT1H,COP/kWh,TX1,101.004
PB_Tie,2025-12-08 18:00:00,PT1H,COP/kWh,TX1,194.0
PB_Tie,2025-12-08 01:00:00,PT1H,COP/kWh,TX1,101.004
PB_Int,2025-12-08 10:00:00,PT1H,COP/kWh,TX1,98.463
PB_Nal,2025-12-08 09:00:00,PT1H,COP/kWh,TX1,104.0743
PB_Int,2025-12-08 12:00:00,PT1H,COP/kWh,TX1,103.355
PB_Tie,2025-12-08 06:00:00,PT1H,COP/kWh,TX1,101.004
PB_Tie,2025-12-08 20:00:00,PT1H,COP/kWh,TX1,194.0
PB_Tie,2025-12-08 19:00:00,PT1H,COP/kWh,TX1,194.0
PB_Nal,2025-12-08 03:00:00,PT1H,COP/kWh,TX1,106.6153
PB_Int,2025-12-08 09:00:00,PT1H,COP/kWh,TX1,98.463
PB_Int,2025-12-08 07:00:00,PT1H,COP/kWh,TX1,101.004
PB_Nal,2025-12-08 05:00:00,PT1H,COP/kWh,TX1,106.6153
PB_Int,2025-12-08 21:00:00,PT1H,COP/kWh,TX1,194.0
PB_Int,2025-12-08 18:00:00,PT1H,COP/kWh,TX1,194.0
PB_Int,2025-12-08 08:00:00,PT1H,COP/kWh,TX1,98.463
PB_Tie,2025-12-08 16:00:00,PT1H,COP/kWh,TX1,190.523
PB_Int,2025-12-08 23:00:00,PT1H,COP/kWh,TX1,190.523
PB_Tie,2025-12-08 07:00:00,PT1H,COP/kWh,TX1,101.004
PB_Int,2025-12-08 04:00:00,PT1H,COP/kWh,TX1,105.0
PB_Tie,2025-12-08 02:00:00,PT1H,COP/kWh,TX1,101.004
PB_Nal,2025-12-08 00:00:00,PT1H,COP/kWh,TX1,106.6153
PB_Tie,2025-12-08 00:00:00,PT1H,COP/kWh,TX1,101.004
PB_Nal,2025-12-08 13:00:00,PT1H,COP/kWh,TX1,106.6153
PB_Tie,2025-12-08 14:00:00,PT1H,COP/kWh,TX1,105.0
PB_Nal,2025-12-08 18:00:00,PT1H,COP/kWh,TX1,199.6113
PB_Int,2025-12-08 16:00:00,PT1H,COP/kWh,TX1,190.523
PB_Nal,2025-12-08 21:00:00,PT1H,COP/kWh,TX1,196.1343
PB_Tie,2025-12-08 23:00:00,PT1H,COP/kWh,TX1,190.523
PB_Int,2025-12-08 22:00:00,PT1H,COP/kWh,TX1,190.523
PB_Int,2025-12-08 06:00:00,PT1H,COP/kWh,TX1,101.004
PB_Nal,2025-12-08 16:00:00,PT1H,COP/kWh,TX1,196.1343
PB_Tie,2025-12-03 16:00:00,PT1H,COP/kWh,TX1,311.0
PB_Nal,2025-12-03 21:00:00,PT1H,COP/kWh,TX1,300.6173
PB_Nal,2025-12-03 13:00:00,PT1H,COP/kWh,TX1,283.8473
PB_Nal,2025-12-03 05:00:00,PT1H,COP/kWh,TX1,212.6173
PB_Tie,2025-12-03 19:00:00,PT1H,COP/kWh,TX1,350.0
PB_Int,2025-12-03 09:00:00,PT1H,COP/kWh,TX1,101.004
PB_Nal,2025-12-03 08:00:00,PT1H,COP/kWh,TX1,113.6213
PB_Tie,2025-12-03 05:00:00,PT1H,COP/kWh,TX1,200.0
PB_Int,2025-12-03 22:00:00,PT1H,COP/kWh,TX1,271.23
PB_Int,2025-12-03 00:00:00,PT1H,COP/kWh,TX1,100.427
PB_Nal,2025-12-03 07:00:00,PT1H,COP/kWh,TX1,212.6173
PB_Tie,2025-12-03 10:00:00,PT1H,COP/kWh,TX1,200.0
PB_Int,2025-12-03 17:00:00,PT1H,COP/kWh,TX1,288.0
PB_Int,2025-12-03 23:00:00,PT1H,COP/kWh,TX1,200.0
PB_Int,2025-12-03 04:00:00,PT1H,COP/kWh,TX1,101.004
PB_Int,2025-12-03 10:00:00,PT1H,COP/kWh,TX1,200.0
PB_Int,2025-12-03 15:00:00,PT1H,COP/kWh,TX1,288.0
PB_Tie,2025-12-03 17:00:00,PT1H,COP/kWh,TX1,288.0
PB_Tie,2025-12-03 02:00:00,PT1H,COP/kWh,TX1,98.461
PB_Nal,2025-12-03 15:00:00,PT1H,COP/kWh,TX1,300.6173
PB_Tie,2025-12-03 23:00:00,PT1H,COP/kWh,TX1,200.0
PB_Nal,2025-12-03 17:00:00,PT1H,COP/kWh,TX1,300.6173
PB_Int,2025-12-03 20:00:00,PT1H,COP/kWh,TX1,288.0
PB_Int,2025-12-03 05:00:00,PT1H,COP/kWh,TX1,200.0
PB_Tie,2025-12-03 13:00:00,PT1H,COP/kWh,TX1,271.23
PB_Nal,2025-12-03 01:00:00,PT1H,COP/kWh,TX1,113.0443
PB_Int,2025-12-03 11:00:00,PT1H,COP/kWh,TX1,271.23
PB_Int,2025-12-03 01:00:00,PT1H,COP/kWh,TX1,100.427
PB_Tie,2025-12-03 12:00:00,PT1H,COP/kWh,TX1,271.23
PB_Nal,2025-12-03 20:00:00,PT1H,COP/kWh,TX1,300.6173
PB_Int,2025-12-03 14:00:00,PT1H,COP/kWh,TX1,271.23
PB_Tie,2025-12-03 09:00:00,PT1H,COP/kWh,TX1,101.004
PB_Nal,2025-12-03 14:00:00,PT1H,COP/kWh,TX1,283.8473
PB_Int,2025-12-03 19:00:00,PT1H,COP/kWh,TX1,350.0
PB_Tie,2025-12-03 00:00:00,PT1H,COP/kWh,TX1,100.427
PB_Int,2025-12-03 08:00:00,PT1H,COP/kWh,TX1,101.004
PB_Tie,2025-12-03 14:00:00,PT1H,COP/kWh,TX1,271.23
PB_Nal,2025-12-03 09:00:00,PT1H,COP/kWh,TX1,113.6213
PB_Tie,2025-12-03 07:00:00,PT1H,COP/kWh,TX1,200.0
PB_Int,2025-12-03 16:00:00,PT1H,COP/kWh,TX1,311.0
PB_Nal,2025-12-03 02:00:00,PT1H,COP/kWh,TX1,111.0783
PB_Tie,2025-12-03 22:00:00,PT1H,COP/kWh,TX1,271.23
PB_Nal,2025-12-03 00:00:00,PT1H,COP/kWh,TX1,113.0443
PB_Tie,2025-12-03 04:00:00,PT1H,COP/kWh,TX1,101.004
PB_Tie,2025-12-03 01:00:00,PT1H,COP/kWh,TX1,100.427
PB_Int,2025-12-03 12:00:00,PT1H,COP/kWh,TX1,271.23
PB_Nal,2025-12-03 03:00:00,PT1H,COP/kWh,TX1,113.0443
PB_Int,2025-12-03 03:00:00,PT1H,COP/kWh,TX1,100.427
PB_Tie,2025-12-03 03:00:00,PT1H,COP/kWh,TX1,100.427
PB_Int,2025-12-03 18:00:00,PT1H,COP/kWh,TX1,315.0
PB_Int,2025-12-03 02:00:00,PT1H,COP/kWh,TX1,98.461
PB_Tie,2025-12-03 11:00:00,PT1H,COP/kWh,TX1,271.23
PB_Nal,2025-12-03 11:00:00,PT1H,COP/kWh,TX1,283.8473
PB_Nal,2025-12-03 22:00:00,PT1H,COP/kWh,TX1,283.8473
PB_Int,2025-12-03 06:00:00,PT1H,COP/kWh,TX1,200.0
PB_Tie,2025-12-03 06:00:00,PT1H,COP/kWh,TX1,200.0
PB_Nal,2025-12-03 10:00:00,PT1H,COP/kWh,TX1,212.6173
PB_Nal,2025-12-03 16:00:00,PT1H,COP/kWh,TX1,323.6173
PB_Int,2025-12-03 13:00:00,PT1H,COP/kWh,TX1,271.23
PB_Nal,2025-12-03 23:00:00,PT1H,COP/kWh,TX1,212.6173
PB_Tie,2025-12-03 08:00:00,PT1H,COP/kWh,TX1,101.004
PB_Nal,2025-12-03 19:00:00,PT1H,COP/kWh,TX1,362.6173
PB_Tie,2025-12-03 18:00:00,PT1H,COP/kWh,TX1,315.0
PB_Int,2025-12-03 21:00:00,PT1H,COP/kWh,TX1,288.0
PB_Tie,2025-12-03 15:00:00,PT1H,COP/kWh,TX1,288.0
PB_Nal,2025-12-03 06:00:00,PT1H,COP/kWh,TX1,212.6173
PB_Nal,2025-12-03 12:00:00,PT1H,COP/kWh,TX1,283.8473
PB_Nal,2025-12-03 04:00:00,PT1H,COP/kWh,TX1,113.6213
PB_Tie,2025-12-03 20:00:00,PT1H,COP/kWh,TX1,288.0
PB_Nal,2025-12-03 18:00:00,PT1H,COP/kWh,TX1,300.6173
PB_Tie,2025-12-03 21:00:00,PT1H,COP/kWh,TX1,288.0
PB_Int,2025-12-03 07:00:00,PT1H,COP/kWh,TX1,200.0
PB_Tie,2025-12-16 18:00:00,PT1H,COP/kWh,TX1,330.0
PB_Int,2025-12-16 06:00:00,PT1H,COP/kWh,TX1,323.0
PB_Tie,2025-12-16 14:00:00,PT1H,COP/kWh,TX1,325.0
PB_Nal,2025-12-16 13:00:00,PT1H,COP/kWh,TX1,325.8745
PB_Nal,2025-12-16 23:00:00,PT1H,COP/kWh,TX1,325.8745
PB_Tie,2025-12-16 17:00:00,PT1H,COP/kWh,TX1,330.0
PB_Tie,2025-12-16 11:00:00,PT1H,COP/kWh,TX1,323.0
PB_Tie,2025-12-16 07:00:00,PT1H,COP/kWh,TX1,323.0
PB_Nal,2025-12-16 05:00:00,PT1H,COP/kWh,TX1,322.8745
PB_Tie,2025-12-16 08:00:00,PT1H,COP/kWh,TX1,323.0
PB_Nal,2025-12-16 16:00:00,PT1H,COP/kWh,TX1,327.8745
PB_Tie,2025-12-16 06:00:00,PT1H,COP/kWh,TX1,323.0
PB_Int,2025-12-16 11:00:00,PT1H,COP/kWh,TX1,323.0
PB_Nal,2025-12-16 04:00:00,PT1H,COP/kWh,TX1,306.8745
PB_Int,2025-12-16 21:00:00,PT1H,COP/kWh,TX1,325.0
PB_Nal,2025-12-16 09:00:00,PT1H,COP/kWh,TX1,322.8745
PB_Tie,2025-12-16 21:00:00,PT1H,COP/kWh,TX1,325.0
PB_Tie,2025-12-16 16:00:00,PT1H,COP/kWh,TX1,329.5
PB_Int,2025-12-16 14:00:00,PT1H,COP/kWh,TX1,325.0
PB_Nal,2025-12-16 00:00:00,PT1H,COP/kWh,TX1,272.8745
PB_Nal,2025-12-16 18:00:00,PT1H,COP/kWh,TX1,332.8745
PB_Nal,2025-12-16 06:00:00,PT1H,COP/kWh,TX1,322.8745
PB_Int,2025-12-16 02:00:00,PT1H,COP/kWh,TX1,320.0
PB_Tie,2025-12-16 12:00:00,PT1H,COP/kWh,TX1,323.0
PB_Int,2025-12-16 03:00:00,PT1H,COP/kWh,TX1,320.0
PB_Tie,2025-12-16 10:00:00,PT1H,COP/kWh,TX1,323.0
PB_Int,2025-12-16 05:00:00,PT1H,COP/kWh,TX1,323.0
PB_Nal,2025-12-16 02:00:00,PT1H,COP/kWh,TX1,306.8745
PB_Tie,2025-12-16 09:00:00,PT1H,COP/kWh,TX1,323.0
PB_Int,2025-12-16 10:00:00,PT1H,COP/kWh,TX1,323.0
PB_Tie,2025-12-16 01:00:00,PT1H,COP/kWh,TX1,320.0
PB_Int,2025-12-16 22:00:00,PT1H,COP/kWh,TX1,325.0
PB_Tie,2025-12-16 22:00:00,PT1H,COP/kWh,TX1,325.0
PB_Int,2025-12-16 09:00:00,PT1H,COP/kWh,TX1,323.0
PB_Int,2025-12-16 17:00:00,PT1H,COP/kWh,TX1,330.0
PB_Nal,2025-12-16 01:00:00,PT1H,COP/kWh,TX1,306.8745
PB_Int,2025-12-16 16:00:00,PT1H,COP/kWh,TX1,329.5
PB_Int,2025-12-16 23:00:00,PT1H,COP/kWh,TX1,323.0
PB_Tie,2025-12-16 00:00:00,PT1H,COP/kWh,TX1,304.0
PB_Nal,2025-12-16 03:00:00,PT1H,COP/kWh,TX1,306.8745
PB_Nal,2025-12-16 08:00:00,PT1H,COP/kWh,TX1,322.8745
PB_Tie,2025-12-16 20:00:00,PT1H,COP/kWh,TX1,330.0
PB_Tie,2025-12-16 23:00:00,PT1H,COP/kWh,TX1,323.0
PB_Tie,2025-12-16 04:00:00,PT1H,COP/kWh,TX1,320.0
PB_Nal,2025-12-16 22:00:00,PT1H,COP/kWh,TX1,327.8745
PB_Int,2025-12-16 12:00:00,PT1H,COP/kWh,TX1,323.0
PB_Tie,2025-12-16 15:00:00,PT1H,COP/kWh,TX1,325.0
PB_Tie,2025-12-16 19:00:00,PT1H,COP/kWh,TX1,330.0
PB_Nal,2025-12-16 12:00:00,PT1H,COP/kWh,TX1,325.8745
PB_Nal,2025-12-16 19:00:00,PT1H,COP/kWh,TX1,332.8745
PB_Nal,2025-12-16 17:00:00,PT1H,COP/kWh,TX1,332.3745
PB_Int,2025-12-16 08:00:00,PT1H,COP/kWh,TX1,323.0
PB_Nal,2025-12-16 15:00:00,PT1H,COP/kWh,TX1,327.8745
PB_Int,2025-12-16 19:00:00,PT1H,COP/kWh,TX1,330.0
PB_Int,2025-12-16 15:00:00,PT1H,COP/kWh,TX1,325.0
PB_Nal,2025-12-16 20:00:00,PT1H,COP/kWh,TX1,327.8745
PB_Tie,2025-12-16 03:00:00,PT1H,COP/kWh,TX1,320.0
PB_Nal,2025-12-16 21:00:00,PT1H,COP/kWh,TX1,327.8745
PB_Nal,2025-12-16 14:00:00,PT1H,COP/kWh,TX1,327.8745
PB_Int,2025-12-16 13:00:00,PT1H,COP/kWh,TX1,323.0
PB_Int,2025-12-16 07:00:00,PT1H,COP/kWh,TX1,323.0
PB_Int,2025-12-16 00:00:00,PT1H,COP/kWh,TX1,304.0
PB_Nal,2025-12-16 11:00:00,PT1H,COP/kWh,TX1,325.8745
PB_Int,2025-12-16 18:00:00,PT1H,COP/kWh,TX1,330.0
PB_Int,2025-12-16 01:00:00,PT1H,COP/kWh,TX1,320.0
PB_Tie,2025-12-16 02:00:00,PT1H,COP/kWh,TX1,320.0
PB_Nal,2025-12-16 10:00:00,PT1H,COP/kWh,TX1,322.8745
PB_Int,2025-12-16 20:00:00,PT1H,COP/kWh,TX1,330.0
PB_Tie,2025-12-16 05:00:00,PT1H,COP/kWh,TX1,323.0
PB_Nal,2025-12-16 07:00:00,PT1H,COP/kWh,TX1,325.8745
PB_Int,2025-12-16 04:00:00,PT1H,COP/kWh,TX1,320.0
PB_Tie,2025-12-16 13:00:00,PT1H,COP/kWh,TX1,323.0
PB_Tie,2025-12-01 23:00:00,PT1H,COP/kWh,TX1,283.0
PB_Int,2025-12-01 20:00:00,PT1H,COP/kWh,TX1,290.0
PB_Int,2025-12-01 00:00:00,PT1H,COP/kWh,TX1,260.0
PB_Nal,2025-12-01 06:00:00,PT1H,COP/kWh,TX1,290.8903
PB_Tie,2025-12-01 03:00:00,PT1H,COP/kWh,TX1,260.0
PB_Nal,2025-12-01 21:00:00,PT1H,COP/kWh,TX1,300.8903
PB_Nal,2025-12-01 03:00:00,PT1H,COP/kWh,TX1,270.8903
PB_Tie,2025-12-01 16:00:00,PT1H,COP/kWh,TX1,290.0
PB_Nal,2025-12-01 09:00:00,PT1H,COP/kWh,TX1,290.8903
PB_Int,2025-12-01 13:00:00,PT1H,COP/kWh,TX1,283.0
PB_Tie,2025-12-01 08:00:00,PT1H,COP/kWh,TX1,280.0
PB_Int,2025-12-01 07:00:00,PT1H,COP/kWh,TX1,280.0
PB_Tie,2025-12-01 14:00:00,PT1H,COP/kWh,TX1,283.0
PB_Tie,2025-12-01 12:00:00,PT1H,COP/kWh,TX1,280.0
PB_Tie,2025-12-01 05:00:00,PT1H,COP/kWh,TX1,260.0
PB_Nal,2025-12-01 13:00:00,PT1H,COP/kWh,TX1,293.8903
PB_Int,2025-12-01 03:00:00,PT1H,COP/kWh,TX1,260.0
PB_Int,2025-12-01 06:00:00,PT1H,COP/kWh,TX1,280.0
PB_Nal,2025-12-01 18:00:00,PT1H,COP/kWh,TX1,300.8903
PB_Int,2025-12-01 01:00:00,PT1H,COP/kWh,TX1,260.0
PB_Nal,2025-12-01 01:00:00,PT1H,COP/kWh,TX1,270.8903
PB_Int,2025-12-01 17:00:00,PT1H,COP/kWh,TX1,290.0
PB_Int,2025-12-01 19:00:00,PT1H,COP/kWh,TX1,290.0
PB_Tie,2025-12-01 22:00:00,PT1H,COP/kWh,TX1,283.0
PB_Tie,2025-12-01 17:00:00,PT1H,COP/kWh,TX1,290.0
PB_Tie,2025-12-01 13:00:00,PT1H,COP/kWh,TX1,283.0
PB_Tie,2025-12-01 07:00:00,PT1H,COP/kWh,TX1,280.0
PB_Tie,2025-12-01 09:00:00,PT1H,COP/kWh,TX1,280.0
PB_Tie,2025-12-01 06:00:00,PT1H,COP/kWh,TX1,280.0
PB_Tie,2025-12-01 00:00:00,PT1H,COP/kWh,TX1,260.0
PB_Int,2025-12-01 02:00:00,PT1H,COP/kWh,TX1,260.0
PB_Tie,2025-12-01 10:00:00,PT1H,COP/kWh,TX1,280.0
PB_Nal,2025-12-01 19:00:00,PT1H,COP/kWh,TX1,300.8903
PB_Int,2025-12-01 16:00:00,PT1H,COP/kWh,TX1,290.0
